Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
101132,2027-02-06,2027-02-20,2027-02-10,1773,Germany,Net 45,4,11694.5,1201.44,A1,5,ACH,1,4,Paid,Match,-170.72,6,0,0
101133,2027-02-07,2027-02-21,2027-02-11,1052,UK,Net 45,3,43705.1,4179.47,C3,28,Credit Card,1,16,Pending,Match,339.4,-2,0,0
101134,2027-02-08,2027-02-22,2027-02-12,1449,UK,Net 60,4,40820.98,3921.76,X99,18,Cash,4,70,Overdue,Mismatch,9627.34,2,1,1
101135,2027-02-09,2027-02-23,2027-02-13,1204,UK,Net 45,4,12079.18,4122.66,D4,5,Wire,1,18,Overdue,Match,220.88,-2,0,0
101136,2027-02-10,2027-02-24,2027-02-14,1125,Germany,Net 60,2,10431.29,3620.81,A1,5,Cash,3,7,Pending,Match,497.15,-5,0,0
101137,2027-02-11,2027-02-25,2027-02-15,1746,China,Net 45,1,35899.27,4165.09,D4,5,Credit Card,3,15,Overdue,Match,-240.62,-1,0,0
101138,2027-02-12,2027-02-26,2027-02-16,1042,China,Net 45,1,16090.13,1012.14,D4,18,Cash,4,22,Pending,Match,235.46,-6,0,0
101139,2027-02-13,2027-02-27,2027-02-17,1751,USA,Net 30,8,15666.74,2265.7,B2,5,Cash,4,11,Paid,Match,51.4,-4,1,0
101140,2027-02-14,2027-02-28,2027-02-18,1970,UK,Net 45,2,8038.37,3462.32,B2,12,ACH,2,19,Overdue,Match,-187.01,0,0,0
101141,2027-02-15,2027-03-01,2027-02-19,1882,China,Net 45,5,13566.79,3190.59,C3,5,ACH,1,8,Paid,Match,-339.41,-2,0,0
101142,2027-02-16,2027-03-02,2027-02-20,1110,USA,Net 30,4,21661.62,3584.61,C3,12,Wire,2,24,Paid,Match,395.88,-1,0,0
101143,2027-02-17,2027-03-03,2027-02-21,1760,China,Net 60,8,36775.5,1129.05,D4,28,ACH,1,1,Pending,Match,95.46,0,0,0
101144,2027-02-18,2027-03-04,2027-02-22,1662,UK,Net 60,2,17147.25,501.19,C3,12,Cash,1,3,Overdue,Match,324.93,-8,0,0
101145,2027-02-19,2027-03-05,2027-02-23,1182,India,Net 45,9,16765.91,4584.86,D4,28,ACH,4,5,Overdue,Match,45.34,-3,0,0
101146,2027-02-20,2027-03-06,2027-02-24,1847,UK,Net 60,7,14603.21,2805.26,X99,28,Credit Card,2,52,Paid,Mismatch,2110.99,6,1,1
101147,2027-02-21,2027-03-07,2027-02-25,1094,Germany,Net 45,7,24175.04,777.59,C3,12,Cash,2,12,Paid,Match,-162.45,-4,0,0
101148,2027-02-22,2027-03-08,2027-02-26,1970,China,Net 30,1,9441.52,3969.25,B2,28,Cash,1,12,Pending,Match,-118.46,1,0,0
101149,2027-02-23,2027-03-09,2027-02-27,1373,China,Net 30,2,24538.72,4575.5,B2,12,Cash,1,21,Overdue,Match,472.93,5,0,0
101150,2027-02-24,2027-03-10,2027-02-28,1911,Germany,Net 45,4,35356.69,856.12,B2,18,Credit Card,4,27,Pending,Match,-494.37,4,0,0
101151,2027-02-25,2027-03-11,2027-03-01,1519,Germany,Net 30,4,1974.63,4088.89,X99,28,Cash,3,60,Pending,Mismatch,1581.82,2,1,1
101152,2027-02-26,2027-03-12,2027-03-02,1899,India,Net 30,3,984.08,4666.79,A1,12,ACH,2,19,Pending,Match,480.46,7,0,0
101153,2027-02-27,2027-03-13,2027-03-03,1359,China,Net 45,7,4218.58,4692.42,B2,28,Credit Card,2,9,Overdue,Match,496.15,7,0,0
101154,2027-02-28,2027-03-14,2027-03-04,1899,China,Net 45,8,27015.17,4571.64,A1,5,Cash,4,11,Pending,Match,-23.41,-6,0,0
101155,2027-03-01,2027-03-15,2027-03-05,1695,India,Net 30,2,42795.53,2736.64,B2,12,ACH,4,17,Overdue,Match,463.81,3,0,0
101156,2027-03-02,2027-03-16,2027-03-06,1280,USA,Net 60,4,741.78,1787.49,C3,5,ACH,2,16,Pending,Match,-104.4,0,0,0
101157,2027-03-03,2027-03-17,2027-03-07,1194,India,Net 60,3,46864.73,46.29,D4,28,Wire,2,4,Paid,Match,-473.71,-8,0,0
101158,2027-03-04,2027-03-18,2027-03-08,1863,UK,Net 45,2,5760.79,313.95,C3,28,ACH,1,10,Pending,Match,-275.65,6,0,0
101159,2027-03-05,2027-03-19,2027-03-09,1194,China,Net 45,6,42178.18,2149.91,C3,18,ACH,3,22,Pending,Match,445.3,1,0,0
101160,2027-03-06,2027-03-20,2027-03-10,1666,Germany,Net 60,4,24401.31,2002.64,A1,12,Wire,2,15,Overdue,Match,-486.24,-8,0,0
101161,2027-03-07,2027-03-21,2027-03-11,1092,UK,Net 30,6,33138.19,931.72,B2,5,Wire,4,25,Paid,Match,45.99,-9,0,0
101162,2027-03-08,2027-03-22,2027-03-12,1671,China,Net 60,2,25778.81,1983.45,D4,18,Credit Card,1,19,Paid,Match,-424.4,-7,0,0
101163,2027-03-09,2027-03-23,2027-03-13,1945,India,Net 60,4,24113.89,881.5,D4,28,ACH,1,3,Overdue,Match,-213.6,7,0,0
101164,2027-03-10,2027-03-24,2027-03-14,1060,UK,Net 60,6,41827.52,4245.47,B2,28,Credit Card,4,28,Overdue,Match,-411.91,9,0,0
101165,2027-03-11,2027-03-25,2027-03-15,1633,China,Net 60,5,37916.38,1497.99,A1,18,Credit Card,4,21,Paid,Match,359.53,3,0,0
101166,2027-03-12,2027-03-26,2027-03-16,1050,USA,Net 45,3,24428.41,2996.84,X99,5,Cash,1,58,Overdue,Mismatch,6151.36,-3,1,1
101167,2027-03-13,2027-03-27,2027-03-17,1402,USA,Net 45,8,6025.98,2519.19,A1,28,Credit Card,4,5,Paid,Mismatch,402.11,-9,0,0
101168,2027-03-14,2027-03-28,2027-03-18,1788,Germany,Net 30,7,6212.45,268.89,D4,28,Credit Card,1,11,Pending,Match,188.35,8,0,0
101169,2027-03-15,2027-03-29,2027-03-19,1004,China,Net 30,3,40176.2,4711.75,X99,12,Credit Card,4,38,Pending,Mismatch,9590.89,-1,1,1
101170,2027-03-16,2027-03-30,2027-03-20,1465,USA,Net 30,6,26704.84,2640.86,A1,18,Credit Card,1,5,Paid,Match,9.88,-6,0,0
101171,2027-03-17,2027-03-31,2027-03-21,1603,India,Net 30,4,24338.66,1632.04,D4,28,Wire,2,7,Paid,Match,138.71,0,0,0
101172,2027-03-18,2027-04-01,2027-03-22,1681,China,Net 60,5,34188.06,799.05,D4,5,ACH,2,6,Pending,Match,76.31,-2,0,0
101173,2027-03-19,2027-04-02,2027-03-23,1828,India,Net 45,5,43012.66,1699.25,X99,12,Cash,4,56,Pending,Mismatch,6086.89,5,1,1
101174,2027-03-20,2027-04-03,2027-03-24,1533,India,Net 45,7,31629.22,112.35,D4,18,Wire,3,13,Paid,Match,345.96,-6,0,0
101175,2027-03-21,2027-04-04,2027-03-25,1404,USA,Net 30,5,38260.97,1824.16,B2,5,Cash,2,2,Overdue,Match,144.53,4,0,0
101176,2027-03-22,2027-04-05,2027-03-26,1837,China,Net 30,3,38380.89,2662.11,D4,28,Cash,1,19,Overdue,Match,301.31,3,0,0
101177,2027-03-23,2027-04-06,2027-03-27,1512,UK,Net 60,5,18134.94,4360.61,D4,18,Wire,3,11,Paid,Match,286.36,-2,0,0
101178,2027-03-24,2027-04-07,2027-03-28,1644,USA,Net 60,7,14067.12,3440.0,X99,18,Credit Card,1,35,Overdue,Mismatch,2288.86,9,1,1
101179,2027-03-25,2027-04-08,2027-03-29,1232,USA,Net 30,5,40157.62,566.8,C3,5,Wire,1,20,Pending,Match,150.16,-6,0,0
101180,2027-03-26,2027-04-09,2027-03-30,1523,China,Net 45,5,19170.35,747.25,A1,18,Cash,2,5,Pending,Match,-300.35,4,0,0
101181,2027-03-27,2027-04-10,2027-03-31,1345,China,Net 45,9,45215.13,2146.34,C3,5,Cash,4,9,Overdue,Match,83.32,-2,0,0
101182,2027-03-28,2027-04-11,2027-04-01,1045,India,Net 45,3,3949.69,986.58,A1,28,Credit Card,4,6,Paid,Match,177.43,-7,0,0
101183,2027-03-29,2027-04-12,2027-04-02,1545,China,Net 30,6,3381.77,148.97,B2,12,Wire,1,17,Pending,Match,497.24,-7,0,0
101184,2027-03-30,2027-04-13,2027-04-03,1944,India,Net 45,1,46386.71,4027.02,A1,5,ACH,2,19,Pending,Match,-469.46,9,1,0
101185,2027-03-31,2027-04-14,2027-04-04,1077,USA,Net 60,5,32598.52,107.42,X99,12,Cash,1,60,Pending,Mismatch,7763.16,-4,1,1
101186,2027-04-01,2027-04-15,2027-04-05,1729,Germany,Net 60,8,19290.17,4155.14,B2,18,Wire,3,8,Overdue,Match,-422.97,4,0,0
101187,2027-04-02,2027-04-16,2027-04-06,1812,UK,Net 30,5,37875.49,729.08,X99,5,Credit Card,1,45,Paid,Mismatch,5837.16,6,1,1
101188,2027-04-03,2027-04-17,2027-04-07,1922,USA,Net 60,9,33780.18,4873.65,D4,28,Credit Card,2,5,Overdue,Match,321.59,7,0,0
101189,2027-04-04,2027-04-18,2027-04-08,1072,China,Net 30,6,26794.45,3023.33,A1,5,ACH,1,15,Paid,Match,344.06,-4,0,0
101190,2027-04-05,2027-04-19,2027-04-09,1793,UK,Net 45,8,5394.23,3677.57,B2,5,Cash,2,10,Paid,Match,236.98,8,0,0
101191,2027-04-06,2027-04-20,2027-04-10,1248,Germany,Net 45,8,40702.89,561.31,B2,5,ACH,4,24,Overdue,Match,396.88,-1,0,0
101192,2027-04-07,2027-04-21,2027-04-11,1046,Germany,Net 45,3,43368.15,4311.9,D4,12,ACH,2,16,Pending,Match,-177.14,2,0,0
101193,2027-04-08,2027-04-22,2027-04-12,1120,India,Net 60,7,9022.35,4197.57,C3,12,ACH,3,9,Paid,Match,-411.85,-9,0,0
101194,2027-04-09,2027-04-23,2027-04-13,1213,UK,Net 30,7,42600.33,3268.43,B2,18,ACH,2,7,Overdue,Match,-441.85,9,0,0
101195,2027-04-10,2027-04-24,2027-04-14,1238,India,Net 45,6,43953.44,2516.35,B2,18,Credit Card,3,11,Pending,Match,352.13,0,0,0
101196,2027-04-11,2027-04-25,2027-04-15,1055,USA,Net 30,7,27696.72,3610.23,A1,18,Cash,3,9,Paid,Mismatch,230.44,-6,0,0
101197,2027-04-12,2027-04-26,2027-04-16,1349,UK,Net 45,2,32980.86,39.58,X99,18,ACH,1,34,Paid,Mismatch,3319.03,-5,1,1
101198,2027-04-13,2027-04-27,2027-04-17,1106,USA,Net 60,9,19420.75,2966.28,A1,5,Cash,3,9,Pending,Match,-160.32,-8,1,0
101199,2027-04-14,2027-04-28,2027-04-18,1830,India,Net 60,1,14448.69,4238.56,C3,12,Credit Card,2,3,Paid,Mismatch,-120.09,-10,0,0
101200,2027-04-15,2027-04-29,2027-04-19,1047,UK,Net 30,1,36238.17,1790.93,D4,12,Credit Card,4,22,Overdue,Match,458.11,-8,0,0
101201,2027-04-16,2027-04-30,2027-04-20,1572,India,Net 60,3,43162.82,550.36,A1,12,Wire,2,8,Paid,Mismatch,-436.2,-8,0,0
101202,2027-04-17,2027-05-01,2027-04-21,1336,UK,Net 60,3,32876.84,2110.18,B2,12,Wire,4,19,Paid,Match,273.73,-7,0,0
101203,2027-04-18,2027-05-02,2027-04-22,1025,India,Net 30,1,25823.74,3638.25,B2,18,Cash,3,20,Pending,Match,-190.37,-4,0,0
101204,2027-04-19,2027-05-03,2027-04-23,1803,Germany,Net 45,7,8366.78,545.43,X99,5,Wire,1,73,Overdue,Mismatch,9906.74,4,1,1
101205,2027-04-20,2027-05-04,2027-04-24,1256,India,Net 60,4,3146.21,1038.18,B2,12,ACH,3,7,Pending,Match,242.57,0,0,0
101206,2027-04-21,2027-05-05,2027-04-25,1007,Germany,Net 30,2,22561.74,746.28,A1,28,Cash,3,28,Overdue,Match,-169.09,7,0,0
101207,2027-04-22,2027-05-06,2027-04-26,1624,India,Net 60,5,2942.8,3986.77,D4,5,Credit Card,4,7,Pending,Match,222.15,1,0,0
101208,2027-04-23,2027-05-07,2027-04-27,1866,UK,Net 60,6,28682.06,323.83,X99,28,Credit Card,2,81,Paid,Mismatch,2587.93,-7,1,1
101209,2027-04-24,2027-05-08,2027-04-28,1252,UK,Net 60,9,19445.09,3436.07,B2,5,ACH,1,25,Overdue,Match,34.79,0,0,0
101210,2027-04-25,2027-05-09,2027-04-29,1691,UK,Net 60,4,37980.86,1838.62,C3,5,Wire,1,13,Overdue,Match,277.37,-5,0,0
101211,2027-04-26,2027-05-10,2027-04-30,1718,China,Net 30,2,15629.6,3781.4,C3,5,Cash,1,3,Paid,Match,81.04,8,0,0
101212,2027-04-27,2027-05-11,2027-05-01,1302,USA,Net 30,5,29852.64,4822.27,D4,28,Cash,1,12,Pending,Mismatch,-213.36,7,0,0
101213,2027-04-28,2027-05-12,2027-05-02,1638,UK,Net 30,3,27115.33,581.58,X99,12,ACH,2,38,Overdue,Mismatch,4654.4,4,1,1
101214,2027-04-29,2027-05-13,2027-05-03,1055,Germany,Net 60,2,733.27,1578.78,A1,12,Wire,1,8,Paid,Match,89.14,-8,0,0
101215,2027-04-30,2027-05-14,2027-05-04,1725,UK,Net 60,1,4083.28,4052.53,B2,28,Cash,4,13,Paid,Match,-487.27,6,0,0
101216,2027-05-01,2027-05-15,2027-05-05,1525,China,Net 60,2,14873.23,1338.13,B2,12,ACH,4,20,Overdue,Match,401.64,-10,0,0
101217,2027-05-02,2027-05-16,2027-05-06,1473,Germany,Net 30,6,44170.64,1083.45,B2,18,Cash,1,16,Overdue,Match,45.64,-9,0,0
101218,2027-05-03,2027-05-17,2027-05-07,1027,China,Net 60,8,7777.24,4128.64,D4,12,Credit Card,1,7,Overdue,Match,368.63,8,0,0
101219,2027-05-04,2027-05-18,2027-05-08,1982,Germany,Net 45,3,35689.27,4935.54,X99,18,Cash,2,34,Paid,Mismatch,5843.7,-2,1,1
101220,2027-05-05,2027-05-19,2027-05-09,1077,India,Net 60,9,48681.65,2788.83,C3,18,Cash,2,29,Pending,Match,-55.03,-3,0,0
101221,2027-05-06,2027-05-20,2027-05-10,1215,USA,Net 45,9,39633.09,1397.46,B2,18,Cash,1,12,Pending,Match,7.66,1,0,0
101222,2027-05-07,2027-05-21,2027-05-11,1385,USA,Net 60,2,12525.8,1998.84,X99,28,Wire,2,81,Overdue,Mismatch,2665.12,4,1,1
101223,2027-05-08,2027-05-22,2027-05-12,1364,China,Net 30,8,45464.08,858.95,B2,12,Wire,3,1,Paid,Match,-50.56,-4,0,0
101224,2027-05-09,2027-05-23,2027-05-13,1665,USA,Net 60,5,5108.8,3811.82,B2,12,ACH,1,17,Paid,Match,395.15,5,0,0
101225,2027-05-10,2027-05-24,2027-05-14,1525,China,Net 45,4,23673.03,3869.64,B2,28,Wire,2,2,Overdue,Match,288.14,-4,0,0
101226,2027-05-11,2027-05-25,2027-05-15,1698,China,Net 45,5,44433.32,4376.85,A1,28,Cash,4,6,Paid,Match,-373.47,9,0,0
101227,2027-05-12,2027-05-26,2027-05-16,1311,China,Net 60,4,32242.65,142.75,B2,12,Cash,1,12,Paid,Match,110.31,1,0,0
101228,2027-05-13,2027-05-27,2027-05-17,1882,USA,Net 45,8,20975.41,2814.29,A1,28,Wire,1,26,Paid,Match,495.91,6,0,0
101229,2027-05-14,2027-05-28,2027-05-18,1006,China,Net 45,4,14994.24,1079.13,B2,28,Wire,4,11,Overdue,Mismatch,95.55,0,0,0
101230,2027-05-15,2027-05-29,2027-05-19,1002,USA,Net 30,6,19067.42,1711.01,D4,18,Cash,4,21,Overdue,Match,285.87,-7,0,0
101231,2027-05-16,2027-05-30,2027-05-20,1622,China,Net 60,2,25692.62,3926.93,X99,28,Cash,2,46,Overdue,Mismatch,9362.05,8,1,1
101232,2027-05-17,2027-05-31,2027-05-21,1918,UK,Net 60,5,16292.67,968.25,A1,18,Credit Card,4,18,Pending,Match,-149.68,-9,0,0
101233,2027-05-18,2027-06-01,2027-05-22,1749,China,Net 60,6,48463.91,3195.33,B2,5,ACH,3,8,Pending,Mismatch,-128.15,-9,1,0
101234,2027-05-19,2027-06-02,2027-05-23,1362,Germany,Net 45,5,46687.34,3276.29,D4,18,Wire,1,25,Overdue,Match,224.08,6,0,0
101235,2027-05-20,2027-06-03,2027-05-24,1750,China,Net 60,2,43598.24,4770.93,D4,18,ACH,3,7,Paid,Match,-0.02,-2,0,0
101236,2027-05-21,2027-06-04,2027-05-25,1507,India,Net 60,7,21380.58,3878.05,B2,28,Cash,2,28,Paid,Match,70.57,-10,0,0
101237,2027-05-22,2027-06-05,2027-05-26,1273,China,Net 30,4,34719.44,4020.14,B2,12,ACH,4,14,Overdue,Match,212.91,-1,0,0
101238,2027-05-23,2027-06-06,2027-05-27,1505,Germany,Net 30,8,45190.05,2662.69,D4,5,Wire,1,16,Paid,Match,277.58,4,0,0
101239,2027-05-24,2027-06-07,2027-05-28,1805,Germany,Net 30,7,42596.26,942.04,B2,5,Wire,4,12,Paid,Match,-228.48,4,0,0
101240,2027-05-25,2027-06-08,2027-05-29,1738,USA,Net 45,7,21009.19,2133.56,C3,5,ACH,4,9,Pending,Match,-353.21,-9,0,0
101241,2027-05-26,2027-06-09,2027-05-30,1882,UK,Net 60,9,6063.11,2751.95,B2,12,Wire,2,20,Paid,Match,-208.21,3,0,0
101242,2027-05-27,2027-06-10,2027-05-31,1014,China,Net 30,1,4243.7,3395.31,D4,5,Credit Card,2,29,Paid,Match,7.54,-7,0,0
101243,2027-05-28,2027-06-11,2027-06-01,1191,USA,Net 30,6,29064.67,3042.47,D4,5,Cash,2,23,Overdue,Match,-157.86,7,0,0
101244,2027-05-29,2027-06-12,2027-06-02,1984,UK,Net 30,6,32310.08,1975.95,A1,12,Cash,2,21,Pending,Match,68.36,-2,0,0
101245,2027-05-30,2027-06-13,2027-06-03,1630,China,Net 60,6,42567.21,1333.91,C3,5,Wire,1,16,Pending,Match,-446.53,-9,0,0
101246,2027-05-31,2027-06-14,2027-06-04,1484,India,Net 60,6,14979.49,849.47,D4,28,Cash,3,21,Paid,Match,9.75,-9,0,0
101247,2027-06-01,2027-06-15,2027-06-05,1027,China,Net 60,7,8789.79,3472.29,C3,28,Credit Card,3,19,Overdue,Match,-132.02,7,0,0
101248,2027-06-02,2027-06-16,2027-06-06,1713,Germany,Net 45,6,19260.79,3230.54,B2,18,Wire,1,16,Pending,Match,34.67,6,0,0
101249,2027-06-03,2027-06-17,2027-06-07,1038,Germany,Net 45,1,18001.97,3439.99,D4,18,Credit Card,4,9,Pending,Mismatch,-77.47,-2,0,0
101250,2027-06-04,2027-06-18,2027-06-08,1952,India,Net 30,3,7057.21,1868.91,A1,18,Credit Card,1,13,Paid,Match,-215.77,-3,0,0
101251,2027-06-05,2027-06-19,2027-06-09,1272,USA,Net 60,2,33777.99,1319.42,D4,28,Cash,3,26,Pending,Match,404.11,-9,0,0
101252,2027-06-06,2027-06-20,2027-06-10,1230,UK,Net 30,6,25680.25,3801.01,X99,28,Cash,3,64,Overdue,Mismatch,7119.6,-9,1,1
101253,2027-06-07,2027-06-21,2027-06-11,1085,China,Net 60,8,36195.58,3870.5,C3,28,ACH,1,22,Overdue,Match,181.37,-6,0,0
101254,2027-06-08,2027-06-22,2027-06-12,1473,Germany,Net 60,3,17958.21,2283.53,A1,18,Credit Card,2,19,Pending,Mismatch,424.64,1,0,0
101255,2027-06-09,2027-06-23,2027-06-13,1125,USA,Net 60,8,16622.26,3063.4,B2,18,Cash,4,10,Overdue,Match,38.67,5,0,0
101256,2027-06-10,2027-06-24,2027-06-14,1811,India,Net 45,8,23892.5,1873.86,B2,18,Credit Card,1,7,Overdue,Match,376.41,3,0,0
101257,2027-06-11,2027-06-25,2027-06-15,1536,Germany,Net 45,5,43931.66,3512.72,B2,18,ACH,3,9,Paid,Mismatch,-375.15,9,0,0
101258,2027-06-12,2027-06-26,2027-06-16,1144,India,Net 60,8,2493.92,4180.25,D4,18,Credit Card,2,25,Pending,Match,-6.21,-9,0,0
101259,2027-06-13,2027-06-27,2027-06-17,1524,China,Net 30,6,40339.22,3444.28,B2,18,Wire,4,14,Pending,Match,-42.97,-3,0,0
101260,2027-06-14,2027-06-28,2027-06-18,1211,UK,Net 60,5,18764.89,2567.79,B2,28,ACH,3,15,Paid,Match,-491.88,-7,0,0
101261,2027-06-15,2027-06-29,2027-06-19,1024,Germany,Net 60,9,42803.64,2298.7,D4,12,ACH,4,13,Paid,Match,-56.74,9,0,0
101262,2027-06-16,2027-06-30,2027-06-20,1579,Germany,Net 30,7,40209.05,3215.18,C3,12,Credit Card,2,10,Paid,Mismatch,-130.97,-2,0,0
101263,2027-06-17,2027-07-01,2027-06-21,1393,China,Net 60,8,17763.68,3402.26,B2,18,Credit Card,3,14,Paid,Match,169.8,9,1,0
101264,2027-06-18,2027-07-02,2027-06-22,1066,USA,Net 30,1,34846.89,2798.06,B2,12,Cash,2,26,Overdue,Mismatch,438.33,8,0,0
101265,2027-06-19,2027-07-03,2027-06-23,1232,UK,Net 45,2,8401.82,3128.46,D4,12,Wire,1,21,Overdue,Mismatch,-414.21,-9,0,0
101266,2027-06-20,2027-07-04,2027-06-24,1108,Germany,Net 45,8,44865.94,491.98,C3,28,ACH,1,23,Paid,Match,-172.52,5,0,0
101267,2027-06-21,2027-07-05,2027-06-25,1145,UK,Net 30,9,20522.31,4759.31,C3,18,ACH,4,29,Pending,Match,-55.94,0,0,0
101268,2027-06-22,2027-07-06,2027-06-26,1110,Germany,Net 45,4,23053.47,3955.96,C3,18,ACH,2,12,Pending,Match,-44.81,-3,0,0
101269,2027-06-23,2027-07-07,2027-06-27,1227,UK,Net 45,9,35435.07,1875.9,D4,12,Cash,2,28,Pending,Match,274.81,1,0,0
101270,2027-06-24,2027-07-08,2027-06-28,1110,India,Net 30,4,41131.59,2818.43,A1,18,Wire,4,29,Paid,Match,-56.6,-8,0,0
101271,2027-06-25,2027-07-09,2027-06-29,1469,Germany,Net 45,9,12198.97,246.15,A1,18,ACH,4,19,Overdue,Match,-472.84,2,0,0
101272,2027-06-26,2027-07-10,2027-06-30,1033,UK,Net 60,7,33236.83,215.73,B2,18,ACH,4,6,Overdue,Match,210.1,-9,0,0
101273,2027-06-27,2027-07-11,2027-07-01,1622,USA,Net 60,2,19903.9,1261.48,B2,18,Cash,1,12,Overdue,Mismatch,384.83,2,0,0
101274,2027-06-28,2027-07-12,2027-07-02,1775,India,Net 30,9,18750.79,3451.61,B2,12,Credit Card,4,24,Overdue,Match,13.9,-3,0,0
101275,2027-06-29,2027-07-13,2027-07-03,1935,India,Net 45,4,34656.28,4262.22,A1,5,ACH,1,13,Pending,Match,81.11,4,0,0
101276,2027-06-30,2027-07-14,2027-07-04,1368,USA,Net 60,8,19665.57,2800.34,X99,12,Wire,4,69,Pending,Mismatch,1402.54,-2,1,1
101277,2027-07-01,2027-07-15,2027-07-05,1747,UK,Net 60,7,17632.37,2665.34,B2,28,Wire,2,16,Overdue,Match,-279.35,0,0,0
101278,2027-07-02,2027-07-16,2027-07-06,1594,China,Net 45,7,41876.48,2017.52,D4,5,Wire,2,2,Paid,Match,-264.83,-8,0,0
101279,2027-07-03,2027-07-17,2027-07-07,1553,USA,Net 45,8,5513.17,816.37,X99,5,Wire,4,41,Overdue,Mismatch,3652.54,-4,1,1
101280,2027-07-04,2027-07-18,2027-07-08,1424,UK,Net 60,1,33956.68,600.59,D4,5,Cash,4,7,Overdue,Match,428.15,3,0,0
101281,2027-07-05,2027-07-19,2027-07-09,1612,USA,Net 60,5,12811.91,3805.79,D4,12,ACH,1,12,Paid,Match,21.78,4,0,0
101282,2027-07-06,2027-07-20,2027-07-10,1517,USA,Net 30,2,1267.16,4638.24,A1,28,Cash,3,7,Overdue,Match,-307.9,-2,0,0
101283,2027-07-07,2027-07-21,2027-07-11,1691,Germany,Net 30,2,8754.83,2296.83,D4,12,Wire,1,19,Pending,Match,-233.91,9,0,0
101284,2027-07-08,2027-07-22,2027-07-12,1281,UK,Net 60,1,30529.75,3300.63,C3,28,Wire,2,14,Paid,Mismatch,-115.98,0,0,0
101285,2027-07-09,2027-07-23,2027-07-13,1319,China,Net 30,5,35601.8,4573.14,A1,12,Wire,4,9,Paid,Match,123.26,-4,0,0
101286,2027-07-10,2027-07-24,2027-07-14,1737,Germany,Net 60,2,1542.36,459.67,B2,12,Cash,2,18,Overdue,Match,-59.97,1,0,0
101287,2027-07-11,2027-07-25,2027-07-15,1442,USA,Net 60,4,2303.06,3854.7,A1,12,Wire,3,11,Pending,Match,-107.56,8,0,0
101288,2027-07-12,2027-07-26,2027-07-16,1951,USA,Net 30,3,45175.83,3087.92,C3,5,ACH,1,16,Pending,Match,64.73,7,0,0
101289,2027-07-13,2027-07-27,2027-07-17,1314,USA,Net 30,3,4128.64,2997.2,C3,12,Wire,2,19,Pending,Match,-258.17,2,0,0
101290,2027-07-14,2027-07-28,2027-07-18,1876,UK,Net 45,2,44762.02,1469.78,D4,28,ACH,1,11,Overdue,Mismatch,-421.1,0,0,0
101291,2027-07-15,2027-07-29,2027-07-19,1965,UK,Net 45,6,11794.21,3422.63,C3,28,ACH,4,18,Overdue,Match,-475.59,-10,0,0
101292,2027-07-16,2027-07-30,2027-07-20,1740,Germany,Net 45,2,37130.88,3976.04,C3,28,Wire,2,11,Pending,Match,-248.74,-5,0,0
101293,2027-07-17,2027-07-31,2027-07-21,1376,China,Net 60,8,15831.8,573.16,C3,5,Cash,3,25,Overdue,Match,-408.41,-9,0,0
101294,2027-07-18,2027-08-01,2027-07-22,1288,Germany,Net 30,8,43008.23,2672.27,C3,12,Credit Card,1,4,Pending,Match,-163.66,2,0,0
101295,2027-07-19,2027-08-02,2027-07-23,1436,India,Net 60,5,35172.52,515.31,B2,12,Credit Card,1,18,Overdue,Match,272.93,2,0,0
101296,2027-07-20,2027-08-03,2027-07-24,1661,USA,Net 30,7,20389.77,4364.14,X99,18,ACH,3,37,Paid,Mismatch,7255.31,8,1,1
101297,2027-07-21,2027-08-04,2027-07-25,1276,USA,Net 60,4,4276.97,2543.11,A1,5,Cash,2,13,Paid,Match,110.93,-2,0,0
101298,2027-07-22,2027-08-05,2027-07-26,1709,USA,Net 45,1,36768.66,4041.75,D4,28,Credit Card,2,4,Overdue,Match,352.5,8,0,0
101299,2027-07-23,2027-08-06,2027-07-27,1581,Germany,Net 45,2,31035.8,1846.75,B2,28,Wire,1,10,Overdue,Match,-217.93,-10,0,0
101300,2027-07-24,2027-08-07,2027-07-28,1502,Germany,Net 45,4,644.13,634.14,C3,12,Wire,3,29,Pending,Match,385.05,-3,0,0
101301,2027-07-25,2027-08-08,2027-07-29,1623,USA,Net 60,1,966.28,217.08,D4,28,ACH,1,22,Paid,Match,-100.76,3,0,0
101302,2027-07-26,2027-08-09,2027-07-30,1515,Germany,Net 30,8,40535.25,1414.73,B2,12,Cash,1,5,Pending,Mismatch,-99.11,5,0,0
101303,2027-07-27,2027-08-10,2027-07-31,1349,UK,Net 30,9,13340.29,1228.73,A1,12,Cash,4,3,Overdue,Match,-94.65,-7,0,0
101304,2027-07-28,2027-08-11,2027-08-01,1842,UK,Net 45,4,31988.62,2806.16,C3,18,Credit Card,2,16,Pending,Match,-401.91,7,0,0
101305,2027-07-29,2027-08-12,2027-08-02,1445,Germany,Net 45,3,22983.61,118.48,X99,5,Credit Card,2,51,Pending,Mismatch,1183.23,3,1,1
